WaterLevel,Date
340.924,9/23/2014
340.822,9/24/2014
340.742,9/25/2014
340.655,9/26/2014
340.648,9/27/2014
340.695,9/28/2014
340.777,9/29/2014
340.864,9/30/2014
340.935,10/1/2014
340.986,10/2/2014
341.031,10/3/2014
340.982,10/4/2014
340.879,10/5/2014
340.77,10/6/2014
340.665,10/7/2014
340.52,10/8/2014
340.385,10/9/2014
340.304,10/10/2014
340.298,10/11/2014
340.343,10/12/2014
340.435,10/13/2014
340.501,10/14/2014
340.558,10/15/2014
340.615,10/16/2014
340.667,10/17/2014
340.713,10/18/2014
340.778,10/19/2014
340.833,10/20/2014
340.869,10/21/2014
340.912,10/22/2014
340.894,10/23/2014
340.835,10/24/2014
340.743,10/25/2014
340.621,10/26/2014
340.472,10/27/2014
340.303,10/28/2014
340.196,10/29/2014
340.095,10/30/2014
339.971,10/31/2014
339.862,11/1/2014
339.752,11/2/2014
339.7,11/3/2014
339.643,11/4/2014
339.634,11/5/2014
339.664,11/6/2014
339.679,11/7/2014
339.711,11/8/2014
339.757,11/9/2014
339.788,11/10/2014
339.787,11/11/2014
339.784,11/12/2014
339.778,11/13/2014
339.79,11/14/2014
339.803,11/15/2014
339.708,11/16/2014
339.596,11/17/2014
339.503,11/18/2014
339.436,11/19/2014
339.433,11/20/2014
339.471,11/21/2014
339.499,11/22/2014
339.533,11/23/2014
339.579,11/24/2014
339.61,11/25/2014
339.638,11/26/2014
339.647,11/27/2014
339.653,11/28/2014
339.675,11/29/2014
339.712,11/30/2014
339.762,12/1/2014
339.802,12/2/2014
339.836,12/3/2014
339.882,12/4/2014
339.949,12/5/2014
339.993,12/6/2014
340.033,12/7/2014
340.063,12/8/2014
340.084,12/9/2014
340.134,12/10/2014
340.2,12/11/2014
340.214,12/12/2014
340.251,12/13/2014
340.302,12/14/2014
340.348,12/15/2014
340.405,12/16/2014
340.444,12/17/2014
340.463,12/18/2014
340.471,12/19/2014
340.484,12/20/2014
340.475,12/21/2014
340.392,12/22/2014
340.278,12/23/2014
340.206,12/24/2014
340.205,12/25/2014
340.228,12/26/2014
340.231,12/27/2014
340.285,12/28/2014
340.366,12/29/2014
340.409,12/30/2014
340.432,12/31/2014
340.421,1/1/2015
340.313,1/2/2015
340.197,1/3/2015
340.077,1/4/2015
339.954,1/5/2015
339.859,1/6/2015
339.849,1/7/2015
339.891,1/8/2015
339.949,1/9/2015
339.962,1/10/2015
339.9,1/11/2015
339.828,1/12/2015
339.827,1/13/2015
339.874,1/14/2015
339.905,1/15/2015
339.945,1/16/2015
339.996,1/17/2015
340.051,1/18/2015
340.105,1/19/2015
340.138,1/20/2015
340.163,1/21/2015
340.105,1/22/2015
340.016,1/23/2015
339.912,1/24/2015
339.787,1/25/2015
339.687,1/26/2015
339.683,1/27/2015
339.717,1/28/2015
339.766,1/29/2015
339.841,1/30/2015
339.884,1/31/2015
339.859,2/1/2015
339.768,2/2/2015
339.65,2/3/2015
339.552,2/4/2015
339.426,2/5/2015
339.312,2/6/2015
339.226,2/7/2015
339.155,2/8/2015
339.08,2/9/2015
339.003,2/10/2015
338.932,2/11/2015
338.865,2/12/2015
338.81,2/13/2015
338.797,2/14/2015
338.841,2/15/2015
338.894,2/16/2015
338.921,2/17/2015
338.878,2/18/2015
338.798,2/19/2015
338.711,2/20/2015
338.612,2/21/2015
338.499,2/22/2015
338.397,2/23/2015
338.303,2/24/2015
338.212,2/25/2015
338.141,2/26/2015
338.05,2/27/2015
337.954,2/28/2015
337.864,3/1/2015
337.762,3/2/2015
337.711,3/3/2015
337.691,3/4/2015
337.671,3/5/2015
337.642,3/6/2015
337.601,3/7/2015
337.548,3/8/2015
337.496,3/9/2015
337.434,3/10/2015
337.429,3/11/2015
337.488,3/12/2015
337.569,3/13/2015
337.687,3/14/2015
337.833,3/15/2015
337.94,3/16/2015
338.059,3/17/2015
338.136,3/18/2015
338.197,3/19/2015
338.258,3/20/2015
338.32,3/21/2015
338.381,3/22/2015
338.444,3/23/2015
338.511,3/24/2015
338.556,3/25/2015
338.587,3/26/2015
338.617,3/27/2015
338.66,3/28/2015
338.707,3/29/2015
338.754,3/30/2015
338.805,3/31/2015
338.866,4/1/2015
338.929,4/2/2015
338.975,4/3/2015
339.047,4/4/2015
339.125,4/5/2015
339.18,4/6/2015
339.215,4/7/2015
339.221,4/8/2015
339.245,4/9/2015
339.274,4/10/2015
339.32,4/11/2015
339.363,4/12/2015
339.385,4/13/2015
339.412,4/14/2015
339.432,4/15/2015
339.463,4/16/2015
339.503,4/17/2015
339.546,4/18/2015
339.574,4/19/2015
339.599,4/20/2015
339.646,4/21/2015
339.689,4/22/2015
339.723,4/23/2015
339.76,4/24/2015
339.788,4/25/2015
339.786,4/26/2015
339.778,4/27/2015
339.779,4/28/2015
339.783,4/29/2015
339.803,4/30/2015
339.844,5/1/2015
339.904,5/2/2015
339.928,5/3/2015
339.939,5/4/2015
339.971,5/5/2015
339.965,5/6/2015
339.961,5/7/2015
339.979,5/8/2015
340,5/9/2015
340.03,5/10/2015
340.042,5/11/2015
340.055,5/12/2015
340.075,5/13/2015
340.086,5/14/2015
340.097,5/15/2015
340.108,5/16/2015
340.119,5/17/2015
340.127,5/18/2015
340.16,5/19/2015
340.197,5/20/2015
340.212,5/21/2015
340.223,5/22/2015
340.153,5/23/2015
340.135,5/24/2015
340.151,5/25/2015
340.178,5/26/2015
340.208,5/27/2015
340.225,5/28/2015
340.242,5/29/2015
340.265,5/30/2015
340.307,5/31/2015
340.308,6/1/2015
340.3,6/2/2015
340.316,6/3/2015
340.332,6/4/2015
340.344,6/5/2015
340.323,6/6/2015
340.327,6/7/2015
340.349,6/8/2015
340.368,6/9/2015
340.358,6/10/2015
340.342,6/11/2015
340.359,6/12/2015
340.383,6/13/2015
340.407,6/14/2015
340.426,6/15/2015
340.46,6/16/2015
340.512,6/17/2015
340.515,6/18/2015
340.512,6/19/2015
340.495,6/20/2015
340.48,6/21/2015
340.482,6/22/2015
340.497,6/23/2015
340.522,6/24/2015
340.526,6/25/2015
340.5,6/26/2015
340.5,6/27/2015
340.509,6/28/2015
340.52,6/29/2015
340.542,6/30/2015
340.568,7/1/2015
340.583,7/2/2015
340.583,7/3/2015
340.599,7/4/2015
340.617,7/5/2015
340.639,7/6/2015
340.633,7/7/2015
340.616,7/8/2015
340.593,7/9/2015
340.533,7/10/2015
340.451,7/11/2015
340.368,7/12/2015
340.327,7/13/2015
340.303,7/14/2015
340.32,7/15/2015
340.359,7/16/2015
340.391,7/17/2015
340.38,7/18/2015
340.387,7/19/2015
340.409,7/20/2015
340.441,7/21/2015
340.479,7/22/2015
340.523,7/23/2015
340.571,7/24/2015
340.589,7/25/2015
340.603,7/26/2015
340.585,7/27/2015
340.576,7/28/2015
340.592,7/29/2015
340.632,7/30/2015
340.662,7/31/2015
340.681,8/1/2015
340.71,8/2/2015
340.715,8/3/2015
340.714,8/4/2015
340.74,8/5/2015
340.744,8/6/2015
340.733,8/7/2015
340.744,8/8/2015
340.759,8/9/2015
340.782,8/10/2015
340.808,8/11/2015
340.838,8/12/2015
340.803,8/13/2015
340.776,8/14/2015
340.77,8/15/2015
340.788,8/16/2015
340.813,8/17/2015
340.802,8/18/2015
340.776,8/19/2015
340.762,8/20/2015
340.762,8/21/2015
340.763,8/22/2015
340.771,8/23/2015
340.802,8/24/2015
340.789,8/25/2015
340.774,8/26/2015
340.779,8/27/2015
340.779,8/28/2015
340.787,8/29/2015
340.812,8/30/2015
340.831,8/31/2015
340.84,9/1/2015
340.857,9/2/2015
340.893,9/3/2015
340.854,9/4/2015
340.856,9/5/2015
340.861,9/6/2015
340.878,9/7/2015
340.876,9/8/2015
340.868,9/9/2015
340.798,9/10/2015
340.669,9/11/2015
340.528,9/12/2015
340.37,9/13/2015
340.23,9/14/2015
340.176,9/15/2015
340.107,9/16/2015
339.978,9/17/2015
339.831,9/18/2015
339.757,9/19/2015
339.771,9/20/2015
339.822,9/21/2015
339.882,9/22/2015
339.919,9/23/2015
339.974,9/24/2015
340.023,9/25/2015
340.08,9/26/2015
340.143,9/27/2015
340.194,9/28/2015
340.195,9/29/2015
340.109,9/30/2015
339.978,10/1/2015
339.827,10/2/2015
339.709,10/3/2015
339.623,10/4/2015
339.574,10/5/2015
339.538,10/6/2015
339.468,10/7/2015
339.37,10/8/2015
339.318,10/9/2015
339.262,10/10/2015
339.188,10/11/2015
339.111,10/12/2015
339.009,10/13/2015
338.897,10/14/2015
338.795,10/15/2015
338.692,10/16/2015
338.578,10/17/2015
338.448,10/18/2015
338.34,10/19/2015
338.253,10/20/2015
338.184,10/21/2015
338.106,10/22/2015
337.982,10/23/2015
337.922,10/24/2015
337.939,10/25/2015
337.999,10/26/2015
338.053,10/27/2015
338.121,10/28/2015
338.188,10/29/2015
338.25,10/30/2015
338.325,10/31/2015
338.423,11/1/2015
338.51,11/2/2015
338.586,11/3/2015
338.663,11/4/2015
338.763,11/5/2015
338.848,11/6/2015
338.898,11/7/2015
338.937,11/8/2015
338.991,11/9/2015
339.058,11/10/2015
339.093,11/11/2015
339.136,11/12/2015
339.211,11/13/2015
339.267,11/14/2015
339.289,11/15/2015
339.314,11/16/2015
339.346,11/17/2015
339.387,11/18/2015
339.421,11/19/2015
339.462,11/20/2015
339.498,11/21/2015
339.52,11/22/2015
339.554,11/23/2015
339.568,11/24/2015
339.599,11/25/2015
339.63,11/26/2015
339.576,11/27/2015
339.464,11/28/2015
339.331,11/29/2015
339.188,11/30/2015
339.044,12/1/2015
338.896,12/2/2015
338.74,12/3/2015
338.65,12/4/2015
338.636,12/5/2015
338.678,12/6/2015
338.737,12/7/2015
338.809,12/8/2015
338.884,12/9/2015
338.973,12/10/2015
339.062,12/11/2015
339.099,12/12/2015
339.134,12/13/2015
339.185,12/14/2015
339.211,12/15/2015
339.146,12/16/2015
339.053,12/17/2015
339.01,12/18/2015
338.986,12/19/2015
338.901,12/20/2015
338.781,12/21/2015
338.644,12/22/2015
338.544,12/23/2015
338.49,12/24/2015
338.497,12/25/2015
338.552,12/26/2015
338.584,12/27/2015
338.622,12/28/2015
338.691,12/29/2015
338.768,12/30/2015
338.842,12/31/2015
338.918,1/1/2016
338.984,1/2/2016
339.019,1/3/2016
339.058,1/4/2016
339.063,1/5/2016
338.987,1/6/2016
338.851,1/7/2016
338.691,1/8/2016
338.539,1/9/2016
338.393,1/10/2016
338.257,1/11/2016
338.116,1/12/2016
337.992,1/13/2016
337.883,1/14/2016
337.749,1/15/2016
337.661,1/16/2016
337.669,1/17/2016
337.736,1/18/2016
337.822,1/19/2016
337.924,1/20/2016
338.025,1/21/2016
338.115,1/22/2016
338.18,1/23/2016
338.213,1/24/2016
338.255,1/25/2016
338.297,1/26/2016
338.359,1/27/2016
338.453,1/28/2016
338.522,1/29/2016
338.573,1/30/2016
338.606,1/31/2016
338.659,2/1/2016
338.706,2/2/2016
338.76,2/3/2016
338.777,2/4/2016
338.794,2/5/2016
338.827,2/6/2016
338.858,2/7/2016
338.886,2/8/2016
338.915,2/9/2016
338.962,2/10/2016
338.997,2/11/2016
338.991,2/12/2016
338.926,2/13/2016
338.825,2/14/2016
338.7,2/15/2016
338.588,2/16/2016
338.489,2/17/2016
338.387,2/18/2016
338.265,2/19/2016
338.133,2/20/2016
338.006,2/21/2016
337.914,2/22/2016
337.883,2/23/2016
337.914,2/24/2016
337.963,2/25/2016
338.009,2/26/2016
337.996,2/27/2016
337.919,2/28/2016
337.794,2/29/2016
337.684,3/1/2016
337.639,3/2/2016
337.638,3/3/2016
337.655,3/4/2016
337.676,3/5/2016
337.696,3/6/2016
337.717,3/7/2016
337.726,3/8/2016
337.743,3/9/2016
337.762,3/10/2016
337.774,3/11/2016
337.776,3/12/2016
337.78,3/13/2016
337.785,3/14/2016
337.782,3/15/2016
337.783,3/16/2016
337.797,3/17/2016
337.836,3/18/2016
337.829,3/19/2016
337.837,3/20/2016
337.86,3/21/2016
337.886,3/22/2016
337.906,3/23/2016
337.958,3/24/2016
338.014,3/25/2016
338.06,3/26/2016
338.096,3/27/2016
338.125,3/28/2016
338.156,3/29/2016
338.187,3/30/2016
338.219,3/31/2016
338.253,4/1/2016
338.29,4/2/2016
338.317,4/3/2016
338.339,4/4/2016
338.366,4/5/2016
338.406,4/6/2016
338.438,4/7/2016
338.462,4/8/2016
338.5,4/9/2016
338.538,4/10/2016
338.573,4/11/2016
338.592,4/12/2016
338.598,4/13/2016
338.614,4/14/2016
338.655,4/15/2016
338.702,4/16/2016
338.732,4/17/2016
338.755,4/18/2016
338.772,4/19/2016
338.784,4/20/2016
338.809,4/21/2016
338.839,4/22/2016
338.844,4/23/2016
338.843,4/24/2016
338.851,4/25/2016
338.875,4/26/2016
338.905,4/27/2016
338.928,4/28/2016
338.954,4/29/2016
338.985,4/30/2016
339.023,5/1/2016
339.049,5/2/2016
339.083,5/3/2016
339.082,5/4/2016
339.086,5/5/2016
339.102,5/6/2016
339.116,5/7/2016
339.146,5/8/2016
339.189,5/9/2016
339.195,5/10/2016
339.178,5/11/2016
339.18,5/12/2016
339.183,5/13/2016
339.198,5/14/2016
339.224,5/15/2016
339.238,5/16/2016
339.253,5/17/2016
339.27,5/18/2016
339.278,5/19/2016
339.276,5/20/2016
339.275,5/21/2016
339.291,5/22/2016
339.321,5/23/2016
339.326,5/24/2016
339.348,5/25/2016
339.399,5/26/2016
339.417,5/27/2016
339.415,5/28/2016
339.385,5/29/2016
339.37,5/30/2016
339.371,5/31/2016
339.377,6/1/2016
339.389,6/2/2016
339.416,6/3/2016
339.492,6/4/2016
339.547,6/5/2016
339.54,6/6/2016
339.533,6/7/2016
339.52,6/8/2016
339.533,6/9/2016
339.509,6/10/2016
339.49,6/11/2016
339.458,6/12/2016
339.452,6/13/2016
339.467,6/14/2016
339.495,6/15/2016
339.536,6/16/2016
339.572,6/17/2016
339.588,6/18/2016
339.641,6/19/2016
339.692,6/20/2016
339.672,6/21/2016
339.678,6/22/2016
339.68,6/23/2016
339.699,6/24/2016
339.66,6/25/2016
339.669,6/26/2016
339.685,6/27/2016
339.656,6/28/2016
339.65,6/29/2016
339.681,6/30/2016
339.691,7/1/2016
339.67,7/2/2016
339.678,7/3/2016
339.713,7/4/2016
339.763,7/5/2016
339.768,7/6/2016
339.758,7/7/2016
339.752,7/8/2016
339.744,7/9/2016
339.75,7/10/2016
339.782,7/11/2016
339.793,7/12/2016
339.75,7/13/2016
339.728,7/14/2016
339.737,7/15/2016
339.742,7/16/2016
339.756,7/17/2016
339.773,7/18/2016
339.783,7/19/2016
339.801,7/20/2016
339.823,7/21/2016
339.861,7/22/2016
339.873,7/23/2016
339.85,7/24/2016
339.849,7/25/2016
339.848,7/26/2016
339.849,7/27/2016
339.828,7/28/2016
339.793,7/29/2016
339.842,7/30/2016
339.862,7/31/2016
339.888,8/1/2016
339.922,8/2/2016
339.932,8/3/2016
339.892,8/4/2016
339.866,8/5/2016
339.877,8/6/2016
339.888,8/7/2016
339.899,8/8/2016
339.914,8/9/2016
339.94,8/10/2016
339.937,8/11/2016
339.928,8/12/2016
339.929,8/13/2016
339.917,8/14/2016
339.905,8/15/2016
339.914,8/16/2016
339.935,8/17/2016
339.954,8/18/2016
339.982,8/19/2016
339.995,8/20/2016
339.99,8/21/2016
340.022,8/22/2016
340.04,8/23/2016
340.069,8/24/2016
340.059,8/25/2016
340.03,8/26/2016
340.018,8/27/2016
340.013,8/28/2016
340.01,8/29/2016
340.013,8/30/2016
340.037,8/31/2016
340.06,9/1/2016
340.14,9/2/2016
340.133,9/3/2016
340.065,9/4/2016
340.042,9/5/2016
340.043,9/6/2016
340.047,9/7/2016
340.063,9/8/2016
340.1,9/9/2016
340.125,9/10/2016
340.119,9/11/2016
340.122,9/12/2016
340.128,9/13/2016
340.172,9/14/2016
340.181,9/15/2016
340.16,9/16/2016
340.157,9/17/2016
340.222,9/18/2016
340.213,9/19/2016
340.194,9/20/2016
340.227,9/21/2016
340.235,9/22/2016
340.236,9/23/2016
340.247,9/24/2016
340.26,9/25/2016
340.246,9/26/2016
340.249,9/27/2016
340.259,9/28/2016
340.317,9/29/2016
340.311,9/30/2016
340.284,10/1/2016
340.277,10/2/2016
340.316,10/3/2016
340.295,10/4/2016
340.264,10/5/2016
340.249,10/6/2016
340.251,10/7/2016
340.272,10/8/2016
340.279,10/9/2016
340.314,10/10/2016
340.303,10/11/2016
340.304,10/12/2016
340.292,10/13/2016
340.276,10/14/2016
340.287,10/15/2016
340.322,10/16/2016
340.35,10/17/2016
340.332,10/18/2016
340.327,10/19/2016
340.32,10/20/2016
340.343,10/21/2016
340.375,10/22/2016
340.359,10/23/2016
340.36,10/24/2016
340.364,10/25/2016
340.373,10/26/2016
340.391,10/27/2016
340.391,10/28/2016
340.394,10/29/2016
340.414,10/30/2016
340.436,10/31/2016
340.439,11/1/2016
340.425,11/2/2016
340.419,11/3/2016
340.438,11/4/2016
340.463,11/5/2016
340.454,11/6/2016
340.463,11/7/2016
340.476,11/8/2016
340.473,11/9/2016
340.48,11/10/2016
340.482,11/11/2016
340.51,11/12/2016
340.522,11/13/2016
340.49,11/14/2016
340.453,11/15/2016
340.431,11/16/2016
340.417,11/17/2016
340.434,11/18/2016
340.441,11/19/2016
340.437,11/20/2016
340.443,11/21/2016
340.462,11/22/2016
340.488,11/23/2016
340.486,11/24/2016
340.483,11/25/2016
340.461,11/26/2016
340.412,11/27/2016
340.342,11/28/2016
340.233,11/29/2016
340.106,11/30/2016
339.983,12/1/2016
339.84,12/2/2016
339.716,12/3/2016
339.616,12/4/2016
339.593,12/5/2016
339.609,12/6/2016
339.644,12/7/2016
339.732,12/8/2016
339.76,12/9/2016
339.761,12/10/2016
339.725,12/11/2016
339.646,12/12/2016
339.571,12/13/2016
339.501,12/14/2016
339.405,12/15/2016
339.329,12/16/2016
339.292,12/17/2016
339.289,12/18/2016
339.337,12/19/2016
339.428,12/20/2016
339.494,12/21/2016
339.53,12/22/2016
339.503,12/23/2016
339.425,12/24/2016
339.315,12/25/2016
339.192,12/26/2016
339.075,12/27/2016
338.963,12/28/2016
338.859,12/29/2016
338.76,12/30/2016
338.657,12/31/2016
338.572,1/1/2017
338.496,1/2/2017
338.408,1/3/2017
338.347,1/4/2017
338.312,1/5/2017
338.282,1/6/2017
338.251,1/7/2017
338.22,1/8/2017
338.179,1/9/2017
338.125,1/10/2017
338.079,1/11/2017
338.037,1/12/2017
337.997,1/13/2017
337.955,1/14/2017
337.873,1/15/2017
337.803,1/16/2017
337.749,1/17/2017
337.706,1/18/2017
337.654,1/19/2017
337.634,1/20/2017
337.599,1/21/2017
337.623,1/22/2017
337.714,1/23/2017
337.811,1/24/2017
337.86,1/25/2017
337.863,1/26/2017
337.811,1/27/2017
337.748,1/28/2017
337.679,1/29/2017
337.621,1/30/2017
337.565,1/31/2017
337.508,2/1/2017
337.454,2/2/2017
337.399,2/3/2017
337.355,2/4/2017
337.307,2/5/2017
337.241,2/6/2017
337.149,2/7/2017
337.056,2/8/2017
336.987,2/9/2017
336.928,2/10/2017
336.861,2/11/2017
336.816,2/12/2017
336.729,2/13/2017
336.648,2/14/2017
336.597,2/15/2017
336.566,2/16/2017
336.558,2/17/2017
336.564,2/18/2017
336.552,2/19/2017
336.508,2/20/2017
336.459,2/21/2017
336.429,2/22/2017
336.387,2/23/2017
336.348,2/24/2017
336.311,2/25/2017
336.255,2/26/2017
336.191,2/27/2017
336.139,2/28/2017
336.102,3/1/2017
336.077,3/2/2017
336.095,3/3/2017
336.17,3/4/2017
336.278,3/5/2017
336.369,3/6/2017
336.471,3/7/2017
336.594,3/8/2017
336.711,3/9/2017
336.818,3/10/2017
336.924,3/11/2017
337.035,3/12/2017
337.123,3/13/2017
337.194,3/14/2017
337.275,3/15/2017
337.349,3/16/2017
337.312,3/17/2017
337.258,3/18/2017
337.189,3/19/2017
337.112,3/20/2017
337.093,3/21/2017
337.128,3/22/2017
337.189,3/23/2017
337.268,3/24/2017
337.363,3/25/2017
337.45,3/26/2017
337.53,3/27/2017
337.609,3/28/2017
337.681,3/29/2017
337.761,3/30/2017
337.8,3/31/2017
337.836,4/1/2017
337.863,4/2/2017
337.897,4/3/2017
337.942,4/4/2017
337.995,4/5/2017
338.034,4/6/2017
338.065,4/7/2017
338.114,4/8/2017
338.195,4/9/2017
338.235,4/10/2017
338.25,4/11/2017
338.264,4/12/2017
338.294,4/13/2017
338.329,4/14/2017
338.362,4/15/2017
338.39,4/16/2017
338.407,4/17/2017
338.417,4/18/2017
338.427,4/19/2017
338.452,4/20/2017
338.485,4/21/2017
338.513,4/22/2017
338.546,4/23/2017
338.582,4/24/2017
338.635,4/25/2017
338.683,4/26/2017
338.678,4/27/2017
338.676,4/28/2017
338.696,4/29/2017
338.714,4/30/2017
338.74,5/1/2017
338.765,5/2/2017
338.756,5/3/2017
338.752,5/4/2017
338.765,5/5/2017
338.795,5/6/2017
338.82,5/7/2017
338.838,5/8/2017
